season,T1,T2,result
P,536,607,1
P,536,610,-1
P,536,623,-1
P,536,626,-1
P,536,636,-1
P,536,637,-1
P,536,640,-1
P,536,648,-1
P,536,651,-1
P,536,660,-1
P,536,666,-1
P,536,670,-1
P,536,671,-1
P,536,676,-1
P,536,682,-1
P,536,688,-1
P,536,708,-1
P,536,717,-1
P,536,718,-1
P,536,720,-1
P,536,723,-1
P,536,729,-1
P,536,731,-1
P,536,736,-1
P,536,738,-1
P,536,743,-1
P,536,754,-1
P,536,757,-1
P,536,778,-1
P,536,782,-1
P,536,786,-1
P,536,789,-1
P,536,790,-1
P,536,793,-1
P,536,794,-1
P,536,805,-1
P,536,810,-1
P,536,814,-1
P,536,817,-1
P,536,818,-1
P,536,820,-1
P,536,822,-1
P,536,825,-1
P,536,827,-1
P,536,829,-1
P,536,840,-1
P,536,843,-1
P,536,849,-1
P,536,850,1
P,536,853,-1
P,549,551,-1
P,549,559,0
P,549,577,-1
P,549,592,-1
P,549,595,-1
P,549,602,-1
P,549,603,-1
P,549,604,-1
P,549,607,-1
P,549,610,-1
P,549,623,-1
P,549,626,-1
P,549,636,-1
P,549,637,-1
P,549,640,-1
P,549,648,-1
P,549,651,-1
P,549,660,-1
P,549,666,-1
P,549,670,-1
P,549,671,-1
P,549,676,1
P,549,682,-1
P,549,688,-1
P,549,708,-1
P,549,717,-1
P,549,718,-1
P,549,720,-1
P,549,723,-1
P,549,729,-1
P,549,731,-1
P,549,736,-1
P,549,738,-1
P,549,743,-1
P,549,754,-1
P,549,757,-1
P,549,778,-1
P,549,782,-1
P,549,786,-1
P,549,789,-1
P,549,790,-1
P,549,793,-1
P,549,794,-1
P,549,805,-1
P,549,810,-1
P,549,814,-1
P,549,817,-1
P,549,818,-1
P,549,820,-1
P,549,822,-1
P,549,825,-1
P,549,827,-1
P,549,829,-1
P,549,840,-1
P,549,843,-1
P,549,849,-1
P,549,850,-1
P,549,853,-1
P,551,559,-1
P,551,577,-1
P,551,592,-1
P,551,595,-1
P,551,602,-1
P,551,603,-1
P,551,604,-1
P,551,607,-1
P,551,610,-1
P,551,623,-1
P,551,626,-1
P,551,636,-1
P,551,637,-1
P,551,640,-1
P,551,648,-1
P,551,651,-1
P,551,660,-1
P,551,666,-1
P,551,670,-1
P,551,671,-1
P,551,676,-1
P,551,682,-1
P,551,688,-1
P,551,708,-1
P,551,717,-1
P,551,718,-1
P,551,720,-1
P,551,723,-1
P,551,729,-1
P,551,731,-1
P,551,736,-1
P,551,738,-1
P,551,743,-1
P,551,754,-1
P,551,757,-1
P,551,778,-1
P,551,782,-1
P,551,786,-1
P,551,789,-1
P,551,790,-1
P,551,793,-1
P,551,794,-1
P,551,805,-1
P,551,810,-1
P,551,814,-1
P,551,817,-1
P,551,818,-1
P,551,820,-1
P,551,822,-1
P,551,825,-1
P,551,827,-1
P,551,829,-1
P,551,840,-1
P,551,843,0
P,551,849,-1
P,551,850,-1
P,551,853,-1
P,559,577,-1
P,559,592,-1
P,559,595,-1
P,559,602,-1
P,559,603,-1
P,559,604,-1
P,559,607,-1
P,559,610,-1
P,559,623,-1
P,559,626,-1
P,559,636,-1
P,559,637,-1
P,559,640,1
P,559,648,-1
P,559,651,-1
P,559,660,-1
P,559,666,-1
P,559,670,-1
P,559,671,-1
P,559,676,-1
P,559,682,-1
P,559,688,-1
P,559,708,-1
P,559,717,-1
P,559,718,-1
P,559,720,-1
P,559,723,-1
P,559,729,-1
P,559,731,-1
P,559,736,-1
P,559,738,-1
P,559,743,-1
P,559,754,1
P,559,757,-1
P,559,778,-1
P,559,782,-1
P,559,786,-1
P,559,789,-1
P,559,790,-1
P,559,793,-1
P,559,794,-1
P,559,805,-1
P,559,810,-1
P,559,814,-1
P,559,817,-1
P,559,818,-1
P,559,820,-1
P,559,822,-1
P,559,825,-1
P,559,827,-1
P,559,829,-1
P,559,840,-1
P,559,843,-1
P,559,849,-1
P,559,850,-1
P,559,853,-1
P,577,592,-1
P,577,595,-1
P,577,602,-1
P,577,603,-1
P,577,604,-1
P,577,607,-1
P,577,610,1
P,577,623,-1
P,577,626,-1
P,577,636,-1
P,577,637,-1
P,577,640,-1
P,577,648,-1
P,577,651,-1
P,577,660,-1
P,577,666,-1
P,577,670,1
P,577,671,-1
P,577,676,-1
P,577,682,-1
P,577,688,-1
P,577,708,-1
P,577,717,-1
P,577,718,-1
P,577,720,-1
P,577,723,-1
P,577,729,-1
P,577,731,-1
P,577,736,-1
P,577,738,-1
P,577,743,-1
P,577,754,-1
P,577,757,-1
P,577,778,-1
P,577,782,-1
P,577,786,-1
P,577,789,-1
P,577,790,-1
P,577,793,-1
P,577,794,-1
P,577,805,-1
P,577,810,-1
P,577,814,-1
P,577,817,-1
P,577,818,-1
P,577,820,-1
P,577,822,-1
P,577,825,-1
P,577,827,-1
P,577,829,-1
P,577,840,-1
P,577,843,-1
P,577,849,-1
P,577,850,-1
P,577,853,-1
P,592,595,-1
P,592,602,-1
P,592,603,-1
P,592,604,-1
P,592,607,-1
P,592,610,-1
P,592,623,-1
P,592,626,-1
P,592,636,-1
P,592,637,-1
P,592,640,-1
P,592,648,-1
P,592,651,-1
P,592,660,-1
P,592,666,-1
P,592,670,-1
P,592,671,-1
P,592,676,-1
P,592,682,-1
P,592,688,-1
P,592,708,-1
P,592,717,-1
P,592,718,-1
P,592,720,-1
P,592,723,-1
P,592,729,-1
P,592,731,-1
P,592,736,-1
P,592,738,-1
P,592,743,-1
P,592,754,-1
P,592,757,1
P,592,778,-1
P,592,782,-1
P,592,786,-1
P,592,789,-1
P,592,790,-1
P,592,793,-1
P,592,794,-1
P,592,805,-1
P,592,810,1
P,592,814,-1
P,592,817,-1
P,592,818,-1
P,592,820,-1
P,592,822,-1
P,592,825,-1
P,592,827,-1
P,592,829,-1
P,592,840,-1
P,592,843,-1
P,592,849,-1
P,592,850,-1
P,592,853,-1
P,595,602,-1
P,595,603,-1
P,595,604,-1
P,595,607,-1
P,595,610,-1
P,595,623,-1
P,595,626,-1
P,595,636,-1
P,595,637,-1
P,595,640,-1
P,595,648,-1
P,595,651,-1
P,595,660,-1
P,595,666,-1
P,595,670,-1
P,595,671,-1
P,595,676,-1
P,595,682,-1
P,595,688,-1
P,595,708,-1
P,595,717,1
P,595,718,-1
P,595,720,-1
P,595,723,-1
P,595,729,-1
P,595,731,-1
P,595,736,-1
P,595,738,-1
P,595,743,-1
P,595,754,-1
P,595,757,-1
P,595,778,-1
P,595,782,-1
P,595,786,-1
P,595,789,-1
P,595,790,-1
P,595,793,-1
P,595,794,1
P,595,805,-1
P,595,810,-1
P,595,814,-1
P,595,817,-1
P,595,818,-1
P,595,820,-1
P,595,822,-1
P,595,825,0
P,595,827,-1
P,595,829,-1
P,595,840,-1
P,595,843,-1
P,595,849,-1
P,595,850,-1
P,595,853,-1
P,602,603,-1
P,602,604,-1
P,602,607,-1
P,602,610,-1
P,602,623,-1
P,602,626,-1
P,602,636,-1
P,602,637,-1
P,602,640,-1
P,602,648,-1
P,602,651,-1
P,602,660,-1
P,602,666,-1
P,602,670,-1
P,602,671,-1
P,602,676,-1
P,602,682,-1
P,602,688,-1
P,602,708,-1
P,602,717,-1
P,602,718,-1
P,602,720,0
P,602,723,-1
P,602,729,-1
P,602,731,-1
P,602,736,-1
P,602,738,-1
P,602,743,-1
P,602,754,-1
P,602,757,-1
P,602,778,-1
P,602,782,-1
P,602,786,-1
P,602,789,-1
P,602,790,-1
P,602,793,-1
P,602,794,-1
P,602,805,-1
P,602,810,-1
P,602,814,-1
P,602,817,-1
P,602,818,-1
P,602,820,-1
P,602,822,-1
P,602,825,-1
P,602,827,-1
P,602,829,1
P,602,840,-1
P,602,843,-1
P,602,849,-1
P,602,850,-1
P,602,853,-1
P,603,604,-1
P,603,607,-1
P,603,610,-1
P,603,623,-1
P,603,626,-1
P,603,636,-1
P,603,637,-1
P,603,640,-1
P,603,648,-1
P,603,651,-1
P,603,660,-1
P,603,666,-1
P,603,670,-1
P,603,671,-1
P,603,676,-1
P,603,682,-1
P,603,688,-1
P,603,708,-1
P,603,717,-1
P,603,718,-1
P,603,720,-1
P,603,723,-1
P,603,729,-1
P,603,731,-1
P,603,736,-1
P,603,738,-1
P,603,743,-1
P,603,754,-1
P,603,757,-1
P,603,778,-1
P,603,782,-1
P,603,786,-1
P,603,789,-1
P,603,790,-1
P,603,793,-1
P,603,794,-1
P,603,805,-1
P,603,810,-1
P,603,814,-1
P,603,817,-1
P,603,818,-1
P,603,820,-1
P,603,822,-1
P,603,825,0
P,603,827,-1
P,603,829,-1
P,603,840,-1
P,603,843,-1
P,603,849,-1
P,603,850,-1
P,603,853,-1
P,604,607,-1
P,604,610,-1
P,604,623,-1
P,604,626,-1
P,604,636,-1
P,604,637,-1
P,604,640,-1
P,604,648,-1
P,604,651,-1
P,604,660,-1
P,604,666,-1
P,604,670,-1
P,604,671,-1
P,604,676,-1
P,604,682,-1
P,604,688,-1
P,604,708,-1
P,604,717,-1
P,604,718,-1
P,604,720,-1
P,604,723,-1
P,604,729,-1
P,604,731,-1
P,604,736,-1
P,604,738,-1
P,604,743,-1
P,604,754,-1
P,604,757,-1
P,604,778,-1
P,604,782,-1
P,604,786,-1
P,604,789,-1
P,604,790,-1
P,604,793,-1
P,604,794,-1
P,604,805,-1
P,604,810,-1
P,604,814,-1
P,604,817,-1
P,604,818,-1
P,604,820,-1
P,604,822,-1
P,604,825,-1
P,604,827,-1
P,604,829,-1
P,604,840,0
P,604,843,-1
P,604,849,-1
P,604,850,-1
P,604,853,-1
P,607,610,-1
P,607,623,-1
P,607,626,-1
P,607,636,-1
P,607,637,-1
P,607,640,-1
P,607,648,-1
P,607,651,-1
P,607,660,-1
P,607,666,-1
P,607,670,-1
P,607,671,-1
P,607,676,-1
P,607,682,-1
P,607,688,-1
P,607,708,-1
P,607,717,-1
P,607,718,-1
P,607,720,-1
P,607,723,-1
P,607,729,-1
P,607,731,-1
P,607,736,-1
P,607,738,-1
P,607,743,-1
P,607,754,-1
P,607,757,-1
P,607,778,1
P,607,782,-1
P,607,786,-1
P,607,789,-1
P,607,790,-1
P,607,793,-1
P,607,794,-1
P,607,805,-1
P,607,810,-1
P,607,814,-1
P,607,817,-1
P,607,818,-1
P,607,820,-1
P,607,822,-1
P,607,825,-1
P,607,827,-1
P,607,829,-1
P,607,840,-1
P,607,843,-1
P,607,849,-1
P,607,850,-1
P,607,853,-1
P,610,623,-1
P,610,626,-1
P,610,636,-1
P,610,637,-1
P,610,640,-1
P,610,648,-1
P,610,651,-1
P,610,660,-1
P,610,666,-1
P,610,670,-1
P,610,671,-1
P,610,676,-1
P,610,682,-1
P,610,688,-1
P,610,708,-1
P,610,717,-1
P,610,718,-1
P,610,720,-1
P,610,723,-1
P,610,729,-1
P,610,731,-1
P,610,736,-1
P,610,738,-1
P,610,743,-1
P,610,754,-1
P,610,757,-1
P,610,778,-1
P,610,782,-1
P,610,786,-1
P,610,789,-1
P,610,790,-1
P,610,793,-1
P,610,794,-1
P,610,805,-1
P,610,810,-1
P,610,814,-1
P,610,817,-1
P,610,818,-1
P,610,820,-1
P,610,822,-1
P,610,825,-1
P,610,827,-1
P,610,829,-1
P,610,840,-1
P,610,843,-1
P,610,849,-1
P,610,850,-1
P,610,853,-1
P,623,626,-1
P,623,636,0
P,623,637,-1
P,623,640,-1
P,623,648,-1
P,623,651,-1
P,623,660,-1
P,623,666,-1
P,623,670,-1
P,623,671,-1
P,623,676,-1
P,623,682,-1
P,623,688,-1
P,623,708,-1
P,623,717,-1
P,623,718,-1
P,623,720,-1
P,623,723,-1
P,623,729,-1
P,623,731,-1
P,623,736,-1
P,623,738,-1
P,623,743,-1
P,623,754,-1
P,623,757,-1
P,623,778,-1
P,623,782,-1
P,623,786,-1
P,623,789,-1
P,623,790,-1
P,623,793,-1
P,623,794,-1
P,623,805,-1
P,623,810,-1
P,623,814,-1
P,623,817,1
P,623,818,-1
P,623,820,-1
P,623,822,-1
P,623,825,-1
P,623,827,-1
P,623,829,-1
P,623,840,-1
P,623,843,-1
P,623,849,-1
P,623,850,-1
P,623,853,-1
P,626,636,-1
P,626,637,-1
P,626,640,-1
P,626,648,-1
P,626,651,-1
P,626,660,-1
P,626,666,-1
P,626,670,-1
P,626,671,-1
P,626,676,-1
P,626,682,-1
P,626,688,-1
P,626,708,-1
P,626,717,-1
P,626,718,-1
P,626,720,-1
P,626,723,-1
P,626,729,-1
P,626,731,-1
P,626,736,-1
P,626,738,-1
P,626,743,-1
P,626,754,-1
P,626,757,-1
P,626,778,-1
P,626,782,-1
P,626,786,0
P,626,789,-1
P,626,790,-1
P,626,793,-1
P,626,794,-1
P,626,805,-1
P,626,810,-1
P,626,814,-1
P,626,817,-1
P,626,818,-1
P,626,820,-1
P,626,822,-1
P,626,825,-1
P,626,827,-1
P,626,829,-1
P,626,840,-1
P,626,843,-1
P,626,849,-1
P,626,850,-1
P,626,853,-1
P,636,637,-1
P,636,640,-1
P,636,648,-1
P,636,651,-1
P,636,660,-1
P,636,666,-1
P,636,670,-1
P,636,671,-1
P,636,676,-1
P,636,682,-1
P,636,688,-1
P,636,708,-1
P,636,717,-1
P,636,718,-1
P,636,720,-1
P,636,723,-1
P,636,729,-1
P,636,731,-1
P,636,736,-1
P,636,738,-1
P,636,743,1
P,636,754,-1
P,636,757,-1
P,636,778,-1
P,636,782,-1
P,636,786,-1
P,636,789,-1
P,636,790,-1
P,636,793,-1
P,636,794,-1
P,636,805,-1
P,636,810,-1
P,636,814,-1
P,636,817,-1
P,636,818,-1
P,636,820,-1
P,636,822,-1
P,636,825,0
P,636,827,-1
P,636,829,-1
P,636,840,-1
P,636,843,-1
P,636,849,-1
P,636,850,-1
P,636,853,-1
P,637,640,-1
P,637,648,-1
P,637,651,-1
P,637,660,-1
P,637,666,-1
P,637,670,-1
P,637,671,-1
P,637,676,-1
P,637,682,-1
P,637,688,-1
P,637,708,-1
P,637,717,-1
P,637,718,-1
P,637,720,-1
P,637,723,-1
P,637,729,-1
P,637,731,-1
P,637,736,-1
P,637,738,-1
P,637,743,-1
P,637,754,-1
P,637,757,-1
P,637,778,-1
P,637,782,-1
P,637,786,-1
P,637,789,-1
P,637,790,-1
P,637,793,-1
P,637,794,-1
P,637,805,-1
P,637,810,-1
P,637,814,-1
P,637,817,-1
P,637,818,-1
P,637,820,-1
P,637,822,1
P,637,825,-1
P,637,827,-1
P,637,829,-1
P,637,840,-1
P,637,843,-1
P,637,849,0
P,637,850,-1
P,637,853,-1
P,640,648,-1
P,640,651,-1
P,640,660,-1
P,640,666,-1
P,640,670,-1
P,640,671,-1
P,640,676,-1
P,640,682,-1
P,640,688,-1
P,640,708,1
P,640,717,-1
P,640,718,-1
P,640,720,1
P,640,723,-1
P,640,729,-1
P,640,731,-1
P,640,736,1
P,640,738,-1
P,640,743,-1
P,640,754,-1
P,640,757,-1
P,640,778,-1
P,640,782,-1
P,640,786,-1
P,640,789,-1
P,640,790,-1
P,640,793,-1
P,640,794,-1
P,640,805,-1
P,640,810,-1
P,640,814,-1
P,640,817,-1
P,640,818,-1
P,640,820,-1
P,640,822,-1
P,640,825,-1
P,640,827,-1
P,640,829,-1
P,640,840,-1
P,640,843,1
P,640,849,-1
P,640,850,-1
P,640,853,-1
P,648,651,-1
P,648,660,-1
P,648,666,-1
P,648,670,-1
P,648,671,-1
P,648,676,-1
P,648,682,-1
P,648,688,-1
P,648,708,0
P,648,717,-1
P,648,718,-1
P,648,720,-1
P,648,723,-1
P,648,729,-1
P,648,731,-1
P,648,736,-1
P,648,738,-1
P,648,743,-1
P,648,754,-1
P,648,757,-1
P,648,778,-1
P,648,782,-1
P,648,786,-1
P,648,789,-1
P,648,790,-1
P,648,793,-1
P,648,794,-1
P,648,805,-1
P,648,810,-1
P,648,814,-1
P,648,817,-1
P,648,818,-1
P,648,820,-1
P,648,822,-1
P,648,825,-1
P,648,827,-1
P,648,829,-1
P,648,840,-1
P,648,843,-1
P,648,849,-1
P,648,850,-1
P,648,853,-1
P,651,660,-1
P,651,666,-1
P,651,670,-1
P,651,671,-1
P,651,676,-1
P,651,682,0
P,651,688,-1
P,651,708,-1
P,651,717,-1
P,651,718,-1
P,651,720,-1
P,651,723,-1
P,651,729,-1
P,651,731,-1
P,651,736,-1
P,651,738,-1
P,651,743,-1
P,651,754,-1
P,651,757,-1
P,651,778,-1
P,651,782,-1
P,651,786,-1
P,651,789,-1
P,651,790,-1
P,651,793,-1
P,651,794,-1
P,651,805,-1
P,651,810,-1
P,651,814,-1
P,651,817,-1
P,651,818,-1
P,651,820,-1
P,651,822,-1
P,651,825,-1
P,651,827,-1
P,651,829,-1
P,651,840,-1
P,651,843,-1
P,651,849,-1
P,651,850,-1
P,651,853,-1
P,660,666,-1
P,660,670,-1
P,660,671,-1
P,660,676,-1
P,660,682,-1
P,660,688,-1
P,660,708,0
P,660,717,-1
P,660,718,-1
P,660,720,-1
P,660,723,-1
P,660,729,-1
P,660,731,-1
P,660,736,-1
P,660,738,-1
P,660,743,-1
P,660,754,-1
P,660,757,-1
P,660,778,-1
P,660,782,-1
P,660,786,1
P,660,789,-1
P,660,790,-1
P,660,793,-1
P,660,794,-1
P,660,805,-1
P,660,810,-1
P,660,814,-1
P,660,817,-1
P,660,818,-1
P,660,820,-1
P,660,822,-1
P,660,825,-1
P,660,827,-1
P,660,829,-1
P,660,840,-1
P,660,843,-1
P,660,849,-1
P,660,850,-1
P,660,853,1
P,666,670,-1
P,666,671,-1
P,666,676,-1
P,666,682,-1
P,666,688,-1
P,666,708,-1
P,666,717,-1
P,666,718,-1
P,666,720,-1
P,666,723,-1
P,666,729,-1
P,666,731,-1
P,666,736,-1
P,666,738,-1
P,666,743,-1
P,666,754,-1
P,666,757,-1
P,666,778,-1
P,666,782,-1
P,666,786,-1
P,666,789,-1
P,666,790,-1
P,666,793,-1
P,666,794,-1
P,666,805,-1
P,666,810,-1
P,666,814,-1
P,666,817,-1
P,666,818,-1
P,666,820,-1
P,666,822,-1
P,666,825,-1
P,666,827,-1
P,666,829,-1
P,666,840,-1
P,666,843,-1
P,666,849,-1
P,666,850,-1
P,666,853,-1
P,670,671,-1
P,670,676,-1
P,670,682,-1
P,670,688,-1
P,670,708,-1
P,670,717,-1
P,670,718,-1
P,670,720,-1
P,670,723,-1
P,670,729,-1
P,670,731,-1
P,670,736,-1
P,670,738,-1
P,670,743,-1
P,670,754,-1
P,670,757,-1
P,670,778,-1
P,670,782,-1
P,670,786,-1
P,670,789,-1
P,670,790,1
P,670,793,-1
P,670,794,-1
P,670,805,-1
P,670,810,-1
P,670,814,-1
P,670,817,-1
P,670,818,-1
P,670,820,-1
P,670,822,-1
P,670,825,-1
P,670,827,-1
P,670,829,-1
P,670,840,-1
P,670,843,-1
P,670,849,-1
P,670,850,-1
P,670,853,-1
P,671,676,-1
P,671,682,-1
P,671,688,-1
P,671,708,-1
P,671,717,-1
P,671,718,-1
P,671,720,-1
P,671,723,-1
P,671,729,-1
P,671,731,-1
P,671,736,-1
P,671,738,-1
P,671,743,-1
P,671,754,-1
P,671,757,-1
P,671,778,-1
P,671,782,-1
P,671,786,-1
P,671,789,-1
P,671,790,-1
P,671,793,-1
P,671,794,-1
P,671,805,-1
P,671,810,0
P,671,814,-1
P,671,817,-1
P,671,818,-1
P,671,820,-1
P,671,822,-1
P,671,825,-1
P,671,827,-1
P,671,829,-1
P,671,840,-1
P,671,843,-1
P,671,849,-1
P,671,850,-1
P,671,853,-1
P,676,682,-1
P,676,688,-1
P,676,708,-1
P,676,717,-1
P,676,718,-1
P,676,720,-1
P,676,723,-1
P,676,729,-1
P,676,731,-1
P,676,736,-1
P,676,738,-1
P,676,743,-1
P,676,754,-1
P,676,757,-1
P,676,778,-1
P,676,782,-1
P,676,786,-1
P,676,789,-1
P,676,790,-1
P,676,793,-1
P,676,794,-1
P,676,805,-1
P,676,810,-1
P,676,814,-1
P,676,817,-1
P,676,818,-1
P,676,820,-1
P,676,822,-1
P,676,825,-1
P,676,827,-1
P,676,829,-1
P,676,840,-1
P,676,843,-1
P,676,849,-1
P,676,850,-1
P,676,853,-1
P,682,688,-1
P,682,708,-1
P,682,717,-1
P,682,718,-1
P,682,720,-1
P,682,723,-1
P,682,729,-1
P,682,731,-1
P,682,736,-1
P,682,738,-1
P,682,743,0
P,682,754,-1
P,682,757,-1
P,682,778,-1
P,682,782,-1
P,682,786,-1
P,682,789,-1
P,682,790,-1
P,682,793,-1
P,682,794,-1
P,682,805,-1
P,682,810,-1
P,682,814,-1
P,682,817,-1
P,682,818,-1
P,682,820,-1
P,682,822,-1
P,682,825,-1
P,682,827,-1
P,682,829,-1
P,682,840,-1
P,682,843,-1
P,682,849,-1
P,682,850,-1
P,682,853,-1
P,688,708,-1
P,688,717,-1
P,688,718,-1
P,688,720,-1
P,688,723,-1
P,688,729,-1
P,688,731,-1
P,688,736,-1
P,688,738,-1
P,688,743,-1
P,688,754,0
P,688,757,-1
P,688,778,-1
P,688,782,-1
P,688,786,-1
P,688,789,-1
P,688,790,-1
P,688,793,-1
P,688,794,-1
P,688,805,-1
P,688,810,-1
P,688,814,-1
P,688,817,-1
P,688,818,-1
P,688,820,-1
P,688,822,-1
P,688,825,-1
P,688,827,-1
P,688,829,-1
P,688,840,-1
P,688,843,-1
P,688,849,-1
P,688,850,-1
P,688,853,-1
P,708,717,-1
P,708,718,-1
P,708,720,-1
P,708,723,-1
P,708,729,-1
P,708,731,-1
P,708,736,-1
P,708,738,-1
P,708,743,-1
P,708,754,-1
P,708,757,-1
P,708,778,-1
P,708,782,-1
P,708,786,-1
P,708,789,-1
P,708,790,-1
P,708,793,-1
P,708,794,-1
P,708,805,-1
P,708,810,-1
P,708,814,-1
P,708,817,-1
P,708,818,-1
P,708,820,-1
P,708,822,-1
P,708,825,-1
P,708,827,-1
P,708,829,-1
P,708,840,1
P,708,843,-1
P,708,849,-1
P,708,850,-1
P,708,853,-1
P,717,718,-1
P,717,720,-1
P,717,723,-1
P,717,729,-1
P,717,731,-1
P,717,736,-1
P,717,738,-1
P,717,743,-1
P,717,754,-1
P,717,757,-1
P,717,778,-1
P,717,782,-1
P,717,786,-1
P,717,789,-1
P,717,790,-1
P,717,793,-1
P,717,794,-1
P,717,805,-1
P,717,810,-1
P,717,814,-1
P,717,817,-1
P,717,818,-1
P,717,820,-1
P,717,822,-1
P,717,825,-1
P,717,827,-1
P,717,829,-1
P,717,840,-1
P,717,843,-1
P,717,849,-1
P,717,850,-1
P,717,853,-1
P,718,720,-1
P,718,723,-1
P,718,729,-1
P,718,731,-1
P,718,736,-1
P,718,738,-1
P,718,743,-1
P,718,754,-1
P,718,757,-1
P,718,778,-1
P,718,782,-1
P,718,786,-1
P,718,789,-1
P,718,790,-1
P,718,793,0
P,718,794,-1
P,718,805,-1
P,718,810,-1
P,718,814,-1
P,718,817,-1
P,718,818,-1
P,718,820,-1
P,718,822,-1
P,718,825,-1
P,718,827,-1
P,718,829,-1
P,718,840,-1
P,718,843,-1
P,718,849,-1
P,718,850,-1
P,718,853,-1
P,720,723,-1
P,720,729,-1
P,720,731,-1
P,720,736,-1
P,720,738,-1
P,720,743,-1
P,720,754,-1
P,720,757,-1
P,720,778,-1
P,720,782,-1
P,720,786,-1
P,720,789,-1
P,720,790,-1
P,720,793,-1
P,720,794,-1
P,720,805,-1
P,720,810,-1
P,720,814,-1
P,720,817,-1
P,720,818,-1
P,720,820,1
P,720,822,-1
P,720,825,-1
P,720,827,-1
P,720,829,-1
P,720,840,-1
P,720,843,-1
P,720,849,-1
P,720,850,-1
P,720,853,-1
P,723,729,-1
P,723,731,-1
P,723,736,-1
P,723,738,-1
P,723,743,-1
P,723,754,-1
P,723,757,-1
P,723,778,-1
P,723,782,-1
P,723,786,-1
P,723,789,-1
P,723,790,-1
P,723,793,-1
P,723,794,-1
P,723,805,-1
P,723,810,-1
P,723,814,-1
P,723,817,-1
P,723,818,-1
P,723,820,-1
P,723,822,-1
P,723,825,-1
P,723,827,-1
P,723,829,-1
P,723,840,-1
P,723,843,-1
P,723,849,-1
P,723,850,-1
P,723,853,-1
P,729,731,-1
P,729,736,-1
P,729,738,-1
P,729,743,-1
P,729,754,-1
P,729,757,-1
P,729,778,-1
P,729,782,-1
P,729,786,-1
P,729,789,0
P,729,790,-1
P,729,793,-1
P,729,794,-1
P,729,805,-1
P,729,810,-1
P,729,814,-1
P,729,817,-1
P,729,818,-1
P,729,820,-1
P,729,822,-1
P,729,825,-1
P,729,827,-1
P,729,829,-1
P,729,840,-1
P,729,843,-1
P,729,849,-1
P,729,850,-1
P,729,853,-1
P,731,736,-1
P,731,738,-1
P,731,743,-1
P,731,754,-1
P,731,757,-1
P,731,778,-1
P,731,782,-1
P,731,786,-1
P,731,789,-1
P,731,790,-1
P,731,793,-1
P,731,794,-1
P,731,805,-1
P,731,810,-1
P,731,814,1
P,731,817,-1
P,731,818,-1
P,731,820,-1
P,731,822,-1
P,731,825,-1
P,731,827,-1
P,731,829,-1
P,731,840,-1
P,731,843,-1
P,731,849,-1
P,731,850,-1
P,731,853,-1
P,736,738,-1
P,736,743,-1
P,736,754,-1
P,736,757,-1
P,736,778,-1
P,736,782,-1
P,736,786,-1
P,736,789,-1
P,736,790,-1
P,736,793,-1
P,736,794,-1
P,736,805,-1
P,736,810,-1
P,736,814,-1
P,736,817,-1
P,736,818,-1
P,736,820,-1
P,736,822,-1
P,736,825,-1
P,736,827,-1
P,736,829,-1
P,736,840,-1
P,736,843,-1
P,736,849,-1
P,736,850,-1
P,736,853,-1
P,738,743,-1
P,738,754,-1
P,738,757,-1
P,738,778,-1
P,738,782,1
P,738,786,-1
P,738,789,-1
P,738,790,-1
P,738,793,-1
P,738,794,-1
P,738,805,-1
P,738,810,-1
P,738,814,-1
P,738,817,-1
P,738,818,-1
P,738,820,-1
P,738,822,-1
P,738,825,0
P,738,827,-1
P,738,829,-1
P,738,840,-1
P,738,843,-1
P,738,849,-1
P,738,850,-1
P,738,853,-1
P,743,754,-1
P,743,757,-1
P,743,778,-1
P,743,782,-1
P,743,786,-1
P,743,789,-1
P,743,790,-1
P,743,793,-1
P,743,794,-1
P,743,805,-1
P,743,810,-1
P,743,814,-1
P,743,817,-1
P,743,818,-1
P,743,820,-1
P,743,822,-1
P,743,825,-1
P,743,827,1
P,743,829,-1
P,743,840,-1
P,743,843,-1
P,743,849,-1
P,743,850,-1
P,743,853,-1
P,754,757,-1
P,754,778,-1
P,754,782,-1
P,754,786,-1
P,754,789,1
P,754,790,-1
P,754,793,-1
P,754,794,-1
P,754,805,-1
P,754,810,-1
P,754,814,-1
P,754,817,-1
P,754,818,-1
P,754,820,-1
P,754,822,-1
P,754,825,-1
P,754,827,-1
P,754,829,-1
P,754,840,-1
P,754,843,-1
P,754,849,-1
P,754,850,-1
P,754,853,-1
P,757,778,-1
P,757,782,-1
P,757,786,-1
P,757,789,-1
P,757,790,-1
P,757,793,-1
P,757,794,-1
P,757,805,-1
P,757,810,-1
P,757,814,-1
P,757,817,-1
P,757,818,-1
P,757,820,-1
P,757,822,-1
P,757,825,-1
P,757,827,-1
P,757,829,-1
P,757,840,-1
P,757,843,-1
P,757,849,-1
P,757,850,-1
P,757,853,-1
P,778,782,-1
P,778,786,-1
P,778,789,-1
P,778,790,-1
P,778,793,-1
P,778,794,-1
P,778,805,-1
P,778,810,-1
P,778,814,-1
P,778,817,-1
P,778,818,-1
P,778,820,-1
P,778,822,-1
P,778,825,-1
P,778,827,-1
P,778,829,-1
P,778,840,-1
P,778,843,-1
P,778,849,-1
P,778,850,-1
P,778,853,-1
P,782,786,-1
P,782,789,-1
P,782,790,-1
P,782,793,-1
P,782,794,-1
P,782,805,-1
P,782,810,-1
P,782,814,-1
